RX Cal Data Subarray 4,RX Cal Data Subarray 2,RX Cal Data Subarray 1,RX Cal Data Subarray 3
808.7364128666119,-9412.511511206847,-31963.0,-1148.0
-29655.30413147526,-19961.081690393403,-32768.0,-7430.0
-15996.480002644954,-32583.731789286354,-32768.0,199.0
-41593.46745789552,-25844.43405657331,-32768.0,-2004.0
-44702.13954848916,278.92179046661533,-32768.0,-1645.0
-45546.959000556744,-3546.9548026970656,-32768.0,-5656.0
-22002.093318630043,-3672.964360168754,-32768.0,-697.0
-28236.652193499544,-1648.463605645689,-32768.0,-932.0
-8768.156703015684,-2461.4171133772743,-29990.0,-2939.0
2326.1217555793482,1790.172669628809,6696.0,8971.0
-4114.158285137812,-1873.0296383537845,21769.0,32767.0
2802.7706341013727,8712.848568812598,-4755.0,32767.0
-2661.747279852851,358.9370378838431,3668.0,32767.0
13497.861015828235,1733.2577471573568,-409.0,32767.0
287.1793491566357,2707.3217277376766,6845.0,32767.0
2819.008355878353,5903.336532480077,9415.0,32767.0
2224.4323550667377,31603.487420483863,-2174.0,32767.0
2774.3528634307117,1334.9374425565086,3901.0,32767.0
2085.923843616721,23456.453398624195,-568.0,-3682.0
-1605.7501208372794,-25175.903025779044,1442.0,9481.0
3066.5045541077147,-9432.648012435258,-759.0,-32768.0
-6705.532385549955,-10233.011380189526,230.0,-29164.0
-24727.10715935516,-32933.32004775531,-434.0,2976.0
-43418.43253135467,-28977.30811018647,-30556.0,-4399.0
-46258.17429831732,-32160.1216983114,-32768.0,-880.0
-46333.197402326885,-31163.868980672793,-32768.0,-8520.0
-40625.88423063576,-32654.717365579243,-32768.0,335.0
-16218.367726188431,-26841.35523024117,-31670.0,-1726.0
-28229.010951424498,1186.6116869545394,-32768.0,-2246.0
-808.761094296493,-1565.6315177064876,1416.0,3520.0
-808.761094296493,-2101.4178896048893,-7728.0,-2160.0
-808.761094296493,9966.225068798834,26264.0,4538.0
33764.14838957976,256.34546634031017,32767.0,-3166.0
9050.018967425147,2753.693013052138,30423.0,16356.0
-5562.484198186542,402.6248392846587,32767.0,32767.0
6834.9591447550265,7063.084093648294,8452.0,32767.0
625.7938789324727,1316.9690736236616,-760.0,31664.0
6793.150274131966,634.4567239838165,3679.0,32767.0
1509.7530328276703,2488.175855918719,2501.0,4269.0
-1240.0596955765411,-4549.517953838583,7008.0,10678.0
1746.2086506839435,-21707.01746519576,-3195.0,-13680.0
-1204.2248277397325,-33891.59042821258,3968.0,-32768.0
1864.5298631985472,-33286.74725086153,-6011.0,-31290.0
-3858.5249240588973,-33368.44697264209,-5147.0,-32768.0
2276.4367709016274,-32689.58196278504,-552.0,-32768.0
-16927.952112410796,-32124.908106138577,-1922.0,-31176.0
-46333.197402326885,-30979.2761100699,-3206.0,3778.0
-26561.830862322902,-31604.45191181418,-26571.0,-4409.0
-16726.85765336442,1510.6799975284623,-32768.0,-785.0
-20691.967631944375,-15650.176749281332,-13184.0,695.0
1249.989414272728,25027.028692049902,-1423.0,-932.0
-1108.85351033478,27443.463538413012,5328.0,2595.0
19755.005777984527,-10851.195731846052,32767.0,-122.0
21000.90231217107,9524.607642442863,29727.0,7059.0
31655.044094986828,-2873.7116620227175,32767.0,-1587.0
46333.172720897004,12076.787057110081,32500.0,4344.0
45698.715016998314,-566.740191997788,32767.0,-2148.0
39155.96243731464,2424.7152408750526,31301.0,14762.0
-6129.909158502853,1793.2402598265714,32767.0,31056.0
3524.414802586483,-2500.02966804546,12709.0,3086.0
187.74979859453182,2588.603107933686,-4816.0,-12562.0
-366.5567489542037,-5576.410989203342,6914.0,-32535.0
-59.91559131015855,2362.7881632810377,-7742.0,-32768.0
-943.9734709248746,-13868.3535391095,-6719.0,-32768.0
1177.0065366809138,-32989.124342982606,-12.0,-32768.0
-9753.59083356531,-32280.210866464706,-951.0,-32768.0
209.1975942530296,-29462.80895273915,-4207.0,-32768.0
-3397.2655286564627,-31604.45191181418,-7579.0,-32768.0
-707.6752997570637,-15172.467933966205,1341.0,-32768.0
-4413.380345471889,-5005.665050700945,-3870.0,-6888.0
-808.761094296493,-5894.123495920921,274.0,5909.0
-808.761094296493,33890.625936882265,13055.0,-3310.0
2728.2327039686534,-1851.5876006286787,32767.0,1548.0
29133.758094799858,33640.43144502203,32767.0,6703.0
17078.342380924405,32597.110991100766,32767.0,550.0
46333.172720897004,32451.492449438592,32767.0,1087.0
46333.172720897004,-4371.735970847285,32767.0,1591.0
46333.172720897004,5473.917281674346,32767.0,5071.0
16904.66551477204,1119.0286810331495,32767.0,904.0
30497.7405079137,-42.05495262845733,32767.0,423.0
808.7364128666119,760.5425760118587,16804.0,3421.0
-1183.092923547376,-1796.7844262260596,-10983.0,-11113.0
1854.7951932021654,1646.7737371854348,-32768.0,-32768.0
-3000.5866015814363,-9056.312011439104,-11007.0,-32768.0
1133.829724619136,1166.739350168593,1920.0,-32768.0
-11380.911423396643,-5515.955211659992,-2505.0,-32768.0
-466.951723766988,842.3748918473417,-4352.0,-32768.0
-2309.421710786176,-12191.186336378549,-10194.0,-31397.0
-2533.139690853787,-31604.45191181418,2788.0,-32768.0
-2187.648037309178,-11524.691415346506,-4103.0,-18877.0
-2051.645925833091,2300.8812856356644,1587.0,-6018.0
2379.7368991063945,20552.75595948541,-1475.0,6886.0
-2276.5016385528484,33113.099873461404,902.0,32767.0
8085.849214293373,33890.625936882265,2869.0,11466.0
30291.89517334509,32665.758301114587,75.0,2868.0
46167.00522701877,33574.22709977739,31675.0,476.0
45051.528027400156,31635.38556046995,32767.0,2117.0
46333.172720897004,32725.715636449484,32767.0,7866.0
26874.40244759957,31792.468195127905,32767.0,656.0
25011.328698028537,27632.907664736995,32767.0,946.0
15300.004679011756,-1246.159992855468,32767.0,1719.0
-164.53033699158223,-924.7232656311761,-9314.0,-3622.0
2194.579861932312,-25.965140818505215,8278.0,1869.0
-7990.228024875767,-8941.236820063703,-32768.0,-4165.0
-28540.32744095035,-203.03818315511327,-32768.0,1502.0
-16172.775416333798,-2808.1455687937246,-32768.0,-14394.0
-2318.3615290648954,-1107.8140105676928,-32768.0,-32768.0
-2688.228157971421,-7340.664120976046,-10017.0,-32768.0
-4328.371441054079,-1229.2255822632474,1807.0,-32768.0
-4431.198866251925,-2044.39750608993,-4139.0,-32768.0
-3099.462153478552,-3152.396202308375,-243.0,3089.0
3034.954896960781,5975.546895555616,-4416.0,-16083.0
-1608.1333030633532,27363.604445620545,2696.0,32767.0
3295.426094467645,33890.625936882265,-2271.0,32767.0
-2186.3119339679984,33150.86130527935,5704.0,31020.0
4892.132538575178,33563.02436133588,6590.0,32767.0
-2148.9473698217266,31965.15090481188,-609.0,32767.0
16899.470109236594,33073.14012612288,3500.0,30613.0
44183.899722696864,31793.305783048763,1945.0,-3483.0
23367.766993522553,31603.487420483863,28390.0,4105.0
10031.020939080261,-4627.428231439417,32767.0,67.0
808.7364128666119,15529.285358708725,51.0,-606.0
808.7364128666119,-33891.59042821258,9032.0,1301.0
808.7364128666119,3030.878498673596,-26344.0,-2738.0
-30572.46237690704,7277.8627273796,-32768.0,-52.0
-16130.277205507942,-8609.739915653323,-31928.0,-6263.0
-42756.63991504312,743.7146501305376,-32768.0,1592.0
-46333.197402326885,-11204.931007794034,-32768.0,-4531.0
-46333.197402326885,162.71028614381115,-32768.0,1663.0
-24540.954879803623,-2334.0847710866374,-30856.0,-13645.0
7354.7872063549585,-2399.768977572413,-32768.0,-24386.0
-6214.287992064498,2188.9526618103323,-12744.0,2785.0
-818.7610935123339,-2625.815269940159,4813.0,18762.0
907.0839059278223,4539.236786560946,-6907.0,32767.0
239.95836092842342,-2418.3764812370173,7790.0,32767.0
1271.3796962799793,13765.904665059978,6662.0,32767.0
-502.18386919212014,32799.80726794889,-118.0,32767.0
10305.88497664463,32122.96642890059,1998.0,32767.0
527.806310133337,29568.363161805868,4682.0,32767.0
2291.255996923984,31603.487420483863,7782.0,32767.0
178.688316965637,-9.243219784175217,-1267.0,32767.0
4590.7932132660535,19545.837092498474,3889.0,-15531.0
808.7364128666119,-23617.852726456273,346.0,-2622.0
808.7364128666119,-15305.579521693036,-19597.0,1508.0
-15339.003425135426,-11293.365047656785,-32768.0,-1505.0
-24785.37368318259,-32949.26911774835,-32768.0,-7147.0
-23548.82856640045,-31134.62047727607,-32768.0,-324.0
-45296.0724552316,-32800.38786481548,-32768.0,-1443.0
-44232.005845537686,6596.5516886807245,-32768.0,-2134.0
-37477.692495715586,-7607.6075682948185,-32768.0,-4688.0
-19206.09337753258,-1344.7131991283616,-32768.0,-1217.0
-25480.9424378887,-550.1176315797692,-32768.0,-33.0
-808.761094296493,-2203.3486653007994,-7496.0,-3697.0
-4276.7379963427775,3562.181213790673,16429.0,12514.0
1827.7158140842066,-1256.2244626724635,32767.0,32767.0
-788.3173309200091,8836.969394853206,10335.0,32767.0
-676.088853251851,-591.3979608052007,-1643.0,32767.0
13191.851755644184,3576.0645908230867,2630.0,32767.0
1080.6265629862462,-733.1431597728044,4713.0,32767.0
2113.3238091169655,12101.317371775027,10236.0,31439.0
2867.7206887292928,30209.337216792224,-3087.0,32767.0
2060.0315600106674,7046.456018970642,5209.0,6484.0
2378.2011468500377,-6429.329892554846,-2036.0,6846.0
-2905.3453705242955,-24491.97363518185,248.0,-17260.0
2562.212947624335,-33891.59042821258,-634.0,-32768.0
-8781.921492187785,-33509.30134133338,-3331.0,-24649.0
-35469.00839781224,-33285.00227602641,1212.0,-450.0
-46333.197402326885,-32780.739448171975,-32501.0,-1823.0
-46333.197402326885,-32031.7962489363,-32768.0,-2360.0
-46333.197402326885,-32977.67730806419,-32768.0,-7602.0
-17543.7758970242,-31604.45191181418,-31023.0,-576.0
-29578.037506855868,-2693.278976410589,-32768.0,-980.0
-4582.8400210002255,5968.324019954135,-18853.0,-1957.0
1423.3503061543415,-4345.1954154387295,5842.0,3874.0
-808.761094296493,-398.03959044995594,-1384.0,-1718.0
20014.687445906777,9765.83224346123,32767.0,3592.0
27179.311857279743,1245.5680146979357,31411.0,-790.0
18940.716244692696,2003.5343116963695,32767.0,13069.0
4095.851643329387,762.9384550759108,32767.0,32767.0
-334.06186329880666,7281.214653463443,11608.0,29298.0
3534.2452590816256,1712.38805994965,-3192.0,32767.0
1881.4404064360933,680.8764930179669,6138.0,18673.0
2880.8346946484266,2910.432131568153,-1211.0,5956.0
-2556.2755487602076,-6940.81811627993,1824.0,1225.0
2366.25056499831,-31643.96045824663,-1922.0,-32768.0
-5011.938672858694,-33759.87972765734,2140.0,-14559.0
1889.7808005000388,-33397.48335389857,-4362.0,-32768.0
-4328.976731814204,-33133.852555807876,-7702.0,-32744.0
2033.1711891047134,-32105.57378496539,2374.0,-32768.0
-15955.616834034212,-30475.95505332797,-5913.0,-28954.0
-38433.54241346717,-31604.45191181418,2927.0,2525.0
-17957.792285817763,-16025.592548623163,-32768.0,-3657.0
-5236.513547602142,-5859.144816975253,-32165.0,-1270.0
-223.2184968208312,1219.5404108010025,2217.0,3014.0
-808.761094296493,33890.625936882265,-9812.0,-720.0
3369.8838058707297,-3722.625334168074,32767.0,2374.0
28836.670757259995,6800.286336663089,32767.0,112.0
18084.698761598178,143.9508288276653,32767.0,6753.0
46333.172720897004,4020.0546322218156,32767.0,-1187.0
45264.95311739411,7617.634978047146,32767.0,3808.0
46333.172720897004,2446.1280343143767,32767.0,-1196.0
9779.220352334964,715.0906943637713,30839.0,11760.0
-3279.7031083496963,2506.462599093741,32767.0,17072.0
2417.0765096166365,-3656.2263554308506,11690.0,-8687.0
510.61675155792415,2417.73262330405,-4748.0,-24176.0
-1878.7535195114972,-5505.669963571838,4598.0,-32768.0
-378.16142784608303,1115.5324476203396,-7776.0,-32768.0
-347.95796596335646,-11596.85197448642,-7207.0,-32768.0
486.5923621758365,-32622.365532136024,301.0,-32768.0
-9164.179307545435,-31959.1703962984,-1677.0,-32768.0
-439.81251899393374,-31604.45191181418,-4109.0,-32411.0
-2920.015592682765,-31604.45191181418,-7636.0,-32768.0
-1151.264720601044,6947.04924044744,1243.0,-19110.0
-3269.238280746883,-23526.37585701883,-3418.0,9499.0
-808.761094296493,33890.625936882265,264.0,-7083.0
-808.761094296493,5167.134177526431,24054.0,4928.0
27187.943934883806,27494.52464396005,32767.0,-1597.0
14952.69327092369,32637.419909792156,32767.0,9079.0
39518.866792288965,33426.4277312423,32767.0,-784.0
44611.80927889961,31487.944012489108,32767.0,1837.0
45695.11831799662,-4920.03632218841,32767.0,1186.0
27116.83821888976,5852.207237774588,32767.0,4187.0
24481.99901973878,983.1653640110909,32767.0,869.0
16186.388759717436,-2441.040135368471,30743.0,36.0
808.7364128666119,401.27887517257295,-3875.0,4113.0
4582.916357466775,-2692.9491646543397,-22474.0,-13914.0
-1877.0644512435827,378.1817768262329,-32768.0,-32768.0
-956.5203523344642,-9258.06490041024,-9421.0,-32768.0
-1418.2420905800307,572.1588701442048,1090.0,-32768.0
-10874.17708916902,-4926.60944432059,-2044.0,-32768.0
-2112.6392426695334,-522.8784862105484,-4637.0,-32768.0
-86.01450695905528,-9810.688207092551,-10113.0,-32768.0
-2235.7447073400403,-24471.799579378894,3013.0,-32768.0
-884.8996205444605,-1345.3279822318584,-4694.0,-373.0
-1114.9033800491127,11975.983882007531,3078.0,-10221.0
371.6898472561002,29559.620905286232,517.0,32767.0
-1798.2017791742708,33890.625936882265,531.0,32767.0
9898.008113243435,33033.284900888626,3679.0,23852.0
40330.28208707096,33203.943439763854,-235.0,-95.0
44998.73399124527,32639.234683620685,31982.0,1902.0
46333.172720897004,31765.839879143896,32767.0,1546.0
42056.855792351416,32884.962039902995,32767.0,6239.0
17966.103504833387,31603.487420483863,31035.0,694.0
28615.216323969817,-16166.206257218699,32767.0,796.0
808.7364128666119,-2445.439639450478,-1071.0,2142.0
1233.1726772170593,1206.089764723681,6434.0,-5446.0
808.7364128666119,25.828303426275536,-19660.0,1585.0
-28166.270744774254,-10173.745419063023,-32768.0,-4015.0
-17449.54639932903,-1349.358694250396,-31651.0,596.0
-40470.96348360038,-1932.355513784523,-32768.0,-13508.0
2325.0980878289683,-1966.5826215280697,-32768.0,-32768.0
-3966.668763167742,-6603.284961520031,-12031.0,-28830.0
-3187.3536405646078,-1813.4597206305953,3537.0,-32768.0
-3292.5614942039247,-977.4228258678894,-5760.0,-5054.0
-2337.3489775161565,-4217.375073291347,2857.0,-11365.0
2692.8485405850465,8783.424903851132,-1901.0,12957.0
-1735.7558363087576,33890.625936882265,2296.0,32767.0
5673.74239107866,33476.50850901039,433.0,26606.0
-1902.2907071151947,33428.69619852796,4891.0,32767.0
5082.33616682236,32687.744984037163,6318.0,32767.0
-627.2177875555308,32209.09838676236,-606.0,32767.0
